Session,Date Entered,Who Entered,Date Checked,Who Checked,Lion Interest,Drop From Analysis,Notes,Complete?,Distances only
t67745,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t67756,12/6/16,SSM,,,Very,FALSE,lots of in and out of bushes,TRUE,FALSE
t6776,1/27/19,kdsl,,,,TRUE,,TRUE,FALSE
t67763,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t67880,1/22/19,kdsl,,,Somewhat,FALSE,only mobs and presence data entered - TMM,TRUE,FALSE
t67916,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t67921,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t68053,2/11/16,KAK,03-Mar-16,KDSL,Very,FALSE,"Lion recipricates tab's approaches. No competition, tab just thinks s/he's a lion.",TRUE,FALSE
t68074,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t68344,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t68365,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t6840,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t68432,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t68488,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t68701,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t68743,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t68867,2/10/16,LEM,03-Mar-16,KDSL,Not at all,FALSE,"Within 200m, but hyenas are scared away by lions and no other interaction takes place. Never closer than 150m.",TRUE,FALSE
t68911,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t68931,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t68937,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t69037,4/16/17,Sam,,,Not at all,FALSE,,TRUE,FALSE
t69126,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t69173,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t69255,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t69384,1/22/19,kdsl,,,Very,FALSE,only mobs and presence data entered - TMM,TRUE,FALSE
t6946,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t69528,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t69549,2/20/16,MRB,03-Mar-16,KDSL,Not at all,FALSE,interest= not at all because the lion does get close to guci and just looks at her but guci has no regard and the lion shows no signs of aggression or conflict. It is a lion that's been seen limping alone in this area for a while.  Would this be not at all or somewhat since she does get quite close to hyenas?,TRUE,FALSE
t69604,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t69651,2/4/16,CMF,,,Very,FALSE,Lion reacts to ROOS approaching twice. Clearly an aggressive interaction. (t1),TRUE,FALSE
t69678,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t69755,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t69760,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t6977,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t69794,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t69969,1/22/19,kdsl,,,,FALSE,ERROR: no lions here.,TRUE,TRUE
t70073,2/5/16,Sam,03-Mar-16,KDSL,Not at all,TRUE,No interactions between the lions and hyenas. Observers did not even notice the lion was present until the hyena had left. Only poops in the presence of the lion.,TRUE,FALSE
t70078,4/16/17,Sam,,,Somewhat,FALSE,Incomplete Cis on this entire session,TRUE,FALSE
t70141,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t70179,4/16/17,Sam,,,Very,FALSE,,TRUE,FALSE
t70184,2/11/16,KAK,03-Mar-16,KDSL,Not at all,TRUE,Hyenas eating and lion present at beginning but walking away from the scene.,TRUE,FALSE
t708.5,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t7081,1/13/17,KAK,,,Not at all,FALSE,Very few specific distances given. Hyenas mostly just following lions around but not food or conflict present.,TRUE,FALSE
t7124,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t71475,11/30/16,SSM,,,Not at all,FALSE,lionesses so. Lionesses oos 1905.,TRUE,FALSE
t71681,11/18/16,KAK,,,Somewhat,FALSE,Lions present but minimal direct interaction. Food stolen by hyenas was always uncontested and often oos.,TRUE,FALSE
t72105,2/10/16,LEM,02-Mar-16,KDSL,Over200m,TRUE,"No indication that hyenas are within 200m. Hex may be for one minute, but no distance for that is given in the notes.",TRUE,FALSE
t7219,1/25/19,kdsl,,,,FALSE,Lions heard close by,TRUE,TRUE
t72258,2/20/16,MRB,02-Mar-16,KDSL,Somewhat,FALSE,interest= somewhat the hyenas are very aware of the lion's presence but the lions aren't actively approaching any resource,TRUE,FALSE
t72266,11/11/16,KAK,16-Feb-17,kdsl,Not at all,FALSE,2 male lions present and most likely aware of hyenas because the hyenas clearly notice them but no notable actions or responses by the lions.,TRUE,FALSE
t7228,5/2/17,sam,,,Very,FALSE,,TRUE,FALSE
t72320,12/6/16,SSM,,,Very,FALSE,lions on a kill incomplete Cis some hyenas may have more than 1 unID#,TRUE,FALSE
t7242,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t72442,4/30/19,kdsl,,,Very,FALSE,,TRUE,FALSE
t72506,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t72524,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t72826,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t72963,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t73124,1/13/17,KAK,26-Jan-17,kdsl,Not at all,FALSE,Lions protecting carcass. Minimal advances by hyenas and multiple changes in location during the session so multiple different groups covered with minimal details.,TRUE,FALSE
t73151,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t732.4,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t733,9/5/17,Sam,,,Very,FALSE,"Many hyenas around lions, but the one mob was just 19 UNIDs

and Lions not mentioned after 6:36",TRUE,FALSE
t74336,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t74551,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t74674,12/7/16,LEM,,,Somewhat,FALSE,"I end the session at the 7:11 before the observer moves locations. Interest between the lion and hyenas, but not much that could be pulled.",TRUE,FALSE
t74888,2/4/16,CMF,02-Mar-16,KDSL,Somewhat,FALSE,Fresh wildebeest kill. Hyenas are stealing food but the lion doesn't appear to have much of a reaction.,TRUE,FALSE
t75684,2/5/15,Sam,02-Mar-16,KDSL,Somewhat,FALSE,Hyenas blood and the lion does approach hyena at one instance. Besides that there is only distance data.,TRUE,FALSE
t75951,12/2/16,LEM,,,Very,FALSE,There are several incidences of mobbing and the lions continue to show interest in the hyenas until they leave at 658. Not complete CIs due to there being 11 lions and many hyenas. I ended the session at 658 when the lions leave.,TRUE,FALSE
t7598,1/13/17,LEM,,,Somewhat,FALSE,I start the session at 19:50 when the lion arr 30m N of the wildebeast kill. I end the session at the 19:57 scan when the lion has not been seen since it growled and is not mentioned again. I listed as somewhat since the hyenas do respond to the lion but there is no direct interaction.,TRUE,FALSE
t76041,2/11/16,KAK,26-Jan-17,KDSL,Very,FALSE,Lions provoking hyenas for a majority of the session.,TRUE,FALSE
t76330.1,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t76598,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t76692,1/22/19,kdsl,,,Over200m,FALSE,ERROR: lions over 200m away,TRUE,TRUE
t76694,1/22/19,kdsl,,,Over200m,FALSE,ERROR: lions over 200m away,TRUE,TRUE
t76723,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t76744,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t76926,2/10/16,LEM,28-Feb-16,KDSL,Somewhat,FALSE,"the lioness app ein, who ignores, and then ein app the lioness, who ignores. Within 30m-lioness.",TRUE,FALSE
t77022,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t77099,12/7/16,LEM,,,Very,FALSE,"Stuffed lion experiment with a sheep as bait, call in used. I end session at 7:12 which when the lions leave. There is high interest in the lions and the carcass from the hyenas.",TRUE,FALSE
t77224,3/31/17,Sam,,,Very,FALSE,,TRUE,FALSE
t77237,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t77250,3/31/17,Sam,,,Somewhat,FALSE,"Lions are feeding on Topi (""shitty"" scan and incomplete Cis due to darkness and bushes) Hyenas steal some food, lions chase hyena. No mobbing tho, mostly hyenas near fding lions.",TRUE,FALSE
t77254,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t77256,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t77286,3/31/17,Sam,,,Somewhat,FALSE,One mob but lions leave early on in the session at 6:00,TRUE,FALSE
t77290.1,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t77348,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t77458,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t77479,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t77667,11/30/16,LEM,,,Somewhat,FALSE,"I list as somewhat because while there are incidences of interaction and interest from the lions and hyenas, for the most part they don’t pay each other much mind. There are lots of tourists and hyenas here (noted over 42 tourist cars and at least 23 hyenas). I end the session at the final scan (922) when the lions are not mentied anymore, as the last time they were mentioned prior to the final scan they were 200m-hyenas.",TRUE,FALSE
t77681,11/2/16,SAM,26-Jan-17,kdsl,Somewhat,FALSE,"6 lions (1 adult male, 4 adult females and 1 subadult female) feeding
3 blackbaked jackles",TRUE,FALSE
t77684,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t77685,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t77721,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t77724,1/22/19,kdsl,,,Very,FALSE,only mobs and presence/absence data entered - TMM,TRUE,FALSE
t77749,1/22/19,kdsl,,,Over200m,FALSE,ERROR: lions over 200m away,TRUE,TRUE
t78360,11/21/16,LEM,,,Not at all,TRUE,"Observer noted that this was the tail end of the session. There may have been action beforehand, but it was all over when they arrived. Lions are all so and hyenas do not pay them any mind. I ended the session at 8:47 when the lions leave.",TRUE,FALSE
t785,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t78564,11/21/16,LEM,23-Feb-17,TMM,Not at all,TRUE,"The lionesses are passing through the area. There is no direct interaction between the lions and hyenas and there are no distances given from the hyenas to the lions. The lions are only mentioned at 6:46. I continued to pull CIs but I end the session at 7:09 which is when the car moves to a different location and the lions are not mentioned again. Relativey fresh wildebeast carcass, head and skin left. Lions are leaving towards S, looks as though group of hyenas chased them off",TRUE,FALSE
t78684,2/20/16,MRB,28-Feb-16,KDSL,Somewhat,FALSE,interest=somewhat because the lioness chases the hyenas but doesn't have to get very close before they run away. The lions then so and there isn't really any conflict between the lions and the hyenas,TRUE,FALSE
t78795,11/20/16,LEM,,,Very,FALSE,Hyenas very inerested in this lioness. There is no food present but they mob repeatedly and show very high interest. Lioness shows interest only the sense that she responds to the hyenas agressions. Session ends at 1903 when the lioness leaves. Towards the end the hyenas loose inerest somewhat and most are so or leave.,TRUE,FALSE
t78815,11/18/16,LEM,19-Jan-17,TMM,Very,FALSE,Both lions and hyenas had high interest in each other. There was no food present aside from a very old scrap at some point. Lots of action throught the entire session. I end session at the final scan (7:38). There is no further lion activity after the scan and then the session ends.,TRUE,FALSE
t78824,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t78832,10/14/16,KAK,,,Somewhat,FALSE,Lions mobbed by hyenas but minimal responses by lions. No food/kill present and the note takers noted that it was very dark so a few of the CIs were marked as incomplete.,TRUE,FALSE
t79357,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t79432,11/30/16,SSM,,,Not at all,FALSE,"lioness bloody, killed topi. Lying on mound. Juba may have been there whole time fding. Lioness oos behind mound obs checks to make sure at 8:16",TRUE,FALSE
t79498,2/4/16,CMF,28-Feb-16,KDSL,Not at all,FALSE,The lions in this session are really only just present. No interaction happens aside from the hyenas coming as close as 10m to the lions.,TRUE,FALSE
t7969,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t79834,11/30/16,SSM,23-Feb-17,TMM,Very,FALSE,"Tija,Obam,Arg,Xnon possibly part of 3 unIDs in beginning of session.",TRUE,FALSE
t80003,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t8012,5/1/17,Sam,,,Not at all,FALSE,,TRUE,FALSE
t80207,11/30/16,SSM,,,Very,FALSE,incomplete CI's lots of long notes. Missing REB. Carcass is fresh topi,TRUE,FALSE
t80249,2/5/16,Sam,28-Feb-16,KDSL,Somewhat,FALSE,"Only one instance of the lions and hyenas interacting, with a lion chasing a hyena. Otherwise all the data is just distnaces from eachother.",TRUE,FALSE
t80301,1/22/19,kdsl,,,Over200m,FALSE,ERROR: lions over 200m away,TRUE,TRUE
t80411,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t80449,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t80511,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t81061,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t81889,2/17/16,KAK,28-Feb-16,KDSL,Somewhat,FALSE,Unprovoked approach by a lioness but no competition over resources. Hyenas were unbothered by lion presence for a majority of the mating attempts.,TRUE,FALSE
t8195,4/16/17,Sam,,,Somewhat,FALSE,,TRUE,FALSE
t82122,10/7/16,KAK,,,Very,FALSE,Lioness watching ted the entire time. When ted noticed the lioness he backed off and left.,TRUE,FALSE
t82209,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t82236,11/9/16,SSM,26-Jan-17,TMM,Very,FALSE,"food is unknown, obs suggests hyena kill then lions stole, I lioness fd and 1 lioness rest at beginning of session. Appears that bata made kill",TRUE,FALSE
t82253,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t82308,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t82394,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t82406,11/4/16,KAK,,,Somewhat,FALSE,A majority of approaches and mobs were ignored by the lioness. There was no food presednt and the session end abruptly when the recorders leave the lioness to follow the hyenas.,TRUE,FALSE
t82472,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t82493,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t82549,11/2/16,SAM,,,Somewhat,FALSE,"Observers first big kill/lion interaction and admits that they missed a great deal and these are incomplete Cis

Buffalo Kill with lions

Too Incomplete I believe",TRUE,FALSE
t8358,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t8427,2/23/16,CMF,,,Not at all,FALSE,"Lioness is dragging around a carcass in this session as FN follows. No major interactions between the lioness and hyena occur, and both seem more concerned with the combi.",TRUE,FALSE
t843,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t8431,1/9/17,LEM,,,Somewhat,FALSE,"I start session at 18:26 when large male lion appears and rushes GIL. The lion takes the carcass and leaves. I end session at 18:30 when the lion is 150m away and does not return. I listed as somewhat since there is interaction, but there isnt a lot.",TRUE,FALSE
t8449.4,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t8450,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t84642,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t84818,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t84829,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t84831,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t84930,10/28/16,KAK,19-Jan-17,kdsl,Not at all,FALSE,Scene begins with hyenas and lion on separate carcasses and the few advances made by the hyenas were always ignored.,TRUE,FALSE
t84963,8/12/16,KAK,,,Very,FALSE,Overwhelmingly large group of hyenas mobbing at multiple lions and chasing them/being chased into the brush. Limited individual information and multiple UNID CIs represent groups of hyenas.,TRUE,FALSE
t85135,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t85142,6/1/18,KAK,,,Somewhat,FALSE,Hyenas are working to get the lions out of the area for no known reason. Little direct interaction but there are a lot of hyenas in the area that remain in the vacinity of the lions.,TRUE,FALSE
t85229,5/30/18,SAM,,,Very,FALSE,So many mobs. Mobs. Mobs. Mobs.,TRUE,FALSE
t85396,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t85430,6/1/18,KAK,,,Not at all,FALSE,Lion approachs the hyenas but they ignore it every time.,TRUE,FALSE
t85498,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t8558,12/14/16,LEM,,,Not at all,FALSE,"no direct interaction in this session, but it appears that sy stole her scrap from the two lions.",TRUE,FALSE
t85784,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t8580,4/23/17,Sam,,,Very,FALSE,,TRUE,FALSE
t8581,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t8626,12/12/16,SSM,,,Very,FALSE,23s dies. 2 male lions,TRUE,FALSE
t8626.1,1/27/19,kdsl,,,,FALSE,dead hyena in session with lion,TRUE,TRUE
t864,4/1/17,SSM,,,Somewhat,TRUE,border patrol. Hyenas chase lions into bushes and then move on,TRUE,FALSE
t8642.12,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t86458,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t867.1,12/14/16,LEM,,,Not at all,TRUE,cool session but kindof useless--a rhino pops up and chases away the lions!,TRUE,FALSE
t867.2,1/25/19,kdsl,,,,FALSE,Lion roaring in dist,TRUE,TRUE
t8685,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t8689.1,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t8699,1/13/17,LEM,,,Very,FALSE,start FAS on bail at 9:10. I end the session at 9:31 when the lioness has left and does not reappear.,TRUE,FALSE
t8710.23,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t87226,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t8755,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t8784.4,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t8784.5,4/23/17,Sam,,,Somewhat,TRUE,This only focuses on bail walking by a lion and the lion chasing bail for a lilttle bit. Not real data.,TRUE,FALSE
t879,7/27/17,Sam,,,Somewhat,FALSE,Lion and hyena around same kill but not great notes about distances or any mobbings,TRUE,FALSE
t87948,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t88047,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t88076,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t88150,5/25/18,Sam,,,Very,FALSE,Lions on top the den that Parc is in (possibly with young cubs) all the other hyenas are ~120m away.,TRUE,FALSE
t8820,10/7/16,KAK,,,Somewhat,FALSE,Lioness not interested in hyenas. Feeds from kill but no real interaction and incomplete CIs. Possibility of hyenas doing the kill though.,TRUE,FALSE
t88208,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t88538,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t8856,10/7/16,KAK,,,Not at all,TRUE,Starts off with hyena following lion but no kill was made and fa never gets close. Remainder of the session is the hyenas messing around with each other.,TRUE,FALSE
t888,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t888.1,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t888.2,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t889,1/13/17,SSM,,,Very,FALSE,,TRUE,FALSE
t8895,4/13/16,SAM,,,Not at all,TRUE,Lion is only  mentioned as rushing in and talking the upper torso and head of the carcass and then leaves. There is no ID's on the hyenas and no behviors of the hyenas in the 2 minutes that the lion is in the notes.,TRUE,FALSE
t891,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t8967.7,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t8968,5/2/17,sam,,,Very,FALSE,missing UA and DJ,TRUE,FALSE
t89766,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t89838,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t89935,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t89937,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t89939,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t89945,4/10/18,KAK,,,Very,FALSE,Lions and hyenas were extremely active and aggressive.,TRUE,FALSE
t9001,1/29/16,KAK,,,Very,FALSE,Fight over zebra carcass.,TRUE,FALSE
t9008.11,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t90145,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t9025,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t905.3,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t9052,12/12/16,SSM,,,Very,FALSE,as wildabeest kill. Subad make fd 2 lionesses defend,TRUE,FALSE
t908.1,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t908.2,9/22/17,Sam,,,Very,FALSE,"lion pokes his upper body into den hole with cubs in it.  Lions spray urine all over near den. All hyenas whoop madly.

No otther notes, only who was there and that they were whooping- not really sure this is worth while.",TRUE,TRUE
t90885,5/25/18,SAM,,,Not at all,FALSE,Subadult female lion in bushes. No interactions between hyenas and lion.,TRUE,FALSE
t9098.3,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t9106,1/27/16,LEM,,,Somewhat,FALSE,Lions are never closer than 15m. Hyenas are interested in the carcass but do not directly challenge the lion. A lion charges the hyenas but then they go oos.,TRUE,FALSE
t9110.2,1/30/16,MRB,,,Not at all,FALSE,"the only thing that happens is fn and jb are scared out of bushes to the N when a male lion walks by on the S side, no distances or affiliative behaviors are provided",TRUE,FALSE
t9114,3/15/16,CMF,,,Very,FALSE,"Interaction over a gazelle kill.

Reviewed by Katie 11/29/2017",TRUE,FALSE
t9116.14,1/27/19,kdsl,,,,FALSE,ERROR: there is no lion in  this session with GER,TRUE,TRUE
t9116.15,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t9117,3/13/16,Sam,,,Somewhat,FALSE,"Starts with lion feeding and hyenas surrounding (S-L and so, some are bloody) and then Lion walks away.
There are no direct interactions between the lions and hyenas
I ended the session at 6:49 as it has the lions leaving the scene.",TRUE,FALSE
t9118,2/2/16,KAK,,,Not at all,FALSE,Close proximity but no direct interactions between lions and hyenas.,TRUE,FALSE
t91208,6/1/18,KAK,,,Very,FALSE,Lioness enters the session and immediately starts chasing hyena who has her recent gazelle kill in her mouth. The lioness gave up on the chase rather quickly and then stayed a fair distance away.,TRUE,FALSE
t9132.2,1/28/16,LEM,,,Somewhat,FALSE,"Hyenas are very interested in the lioness, but the lioness does not show any interest in the hyenas and continues traveling.",TRUE,FALSE
t9140,1/30/16,MRB,,,Somewhat,FALSE,lion interest= somewhat. The lion grunts at the hyenas and the hyenas whoop at the lion and behave nervously but the lion doesn't actively feed on the carcass during the session,TRUE,FALSE
t9149.1,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t9161.11,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t9162,2/23/16,CMF,,,Not at all,FALSE,"Lion doesn't seem too involved at all in this session. Lion picks up its head at one point, but otherwise seems to have no interest in the focal animal DJ.",TRUE,FALSE
t9166,2/20/16,Sam,,,Somewhat,FALSE,"No mobs, but there are some approaches by the lion towards the hyenas.",TRUE,FALSE
t91670,5/25/18,Sam,,,Somewhat,FALSE,"There is a mob but besides that not too much.
The range distances listed where distance that hyenas were to carcass and then the distance lion was to carcass.",TRUE,FALSE
t91678,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t91682,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t9171,12/2/16,LEM,,,Somewhat,FALSE,"Male lion charges hyenas once, but other than that everyone is maintaining distance or SO. Male lions are feeding on an impala carcass, but hyenas never mob or challenge them for the food.",TRUE,FALSE
t9179,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t9180,12/12/16,SSM,,,Very,FALSE,adult zebra kill. Lion not mentioned after 6:59,TRUE,FALSE
t9185,2/2/16,KAK,,,Somewhat,FALSE,Lions in close proximity but no carcass or altercations.,TRUE,FALSE
t9199,12/21/18,ART,,,Very,FALSE,"there in an unid kill about 20m in bushes, one lioness is present in bushes and two hyenas are in bushes, I am putting these two hyenas as 1m from lions because of them being in bushes at same time lions are and with a kill present",TRUE,TRUE
t9199.9,1/27/19,kdsl,,,,FALSE,ERROR: no lion here.,TRUE,TRUE
t92017,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t92061,5/30/18,KAK,,,Somewhat,FALSE,There were a few scattered interactions between the lions and the hyenas but the whole session was mostly just scans roughly 10min apart.,TRUE,FALSE
t9209.3,1/27/19,kdsl,,,,FALSE,ERROR: no lion here with NAV,TRUE,TRUE
t9212.7,1/25/19,kdsl,,,,FALSE,"Lions only heard, never seen",TRUE,TRUE
t9213.14,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t9214,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t92144,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t92168,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t9219,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t9220,1/28/16,LEM,,,Somewhat,FALSE,hyenas mob the lioness and show a keen interest. Less interest is shown by the lioness.,TRUE,FALSE
t9223.5,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t9228.4,1/27/19,kdsl,,,Over200m,FALSE,ERROR: lions not in session with hyenas,TRUE,TRUE
t92654,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t92682,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t92779,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t936.2,12/21/18,ART,,,Very,FALSE,"warthog kill, dj also app lions within 6m, 8 hyenas present here",TRUE,TRUE
t93710,3/18/19,kdsl,,,Very,FALSE,,TRUE,FALSE
t93733,3/16/19,kdsl,,,Not at all,FALSE,,TRUE,TRUE
t93779,3/16/19,kdsl,,,Not at all,FALSE,Not even clear that the lion is in the same session as the hyenas,TRUE,TRUE
t93813,3/16/19,kdsl,,,Not at all,FALSE,,TRUE,TRUE
t93949,3/16/19,kdsl,,,,FALSE,,TRUE,TRUE
t9404,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t94073,3/16/19,kdsl,,,Very,FALSE,,TRUE,FALSE
t9408,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t9409,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t94253,3/16/19,kdsl,,,,FALSE,,TRUE,TRUE
t94634,3/18/19,kdsl,,,Not at all,FALSE,,TRUE,TRUE
t94700,3/12/19,kdsl,,,Very,FALSE,,TRUE,FALSE
t94977,3/11/19,kdsl,,,Not at all,FALSE,,TRUE,TRUE
t95167,3/11/19,kdsl,,,,FALSE,,TRUE,TRUE
t95318,3/11/19,kdsl,,,,FALSE,,TRUE,TRUE
t9574,2/1/16,MRB,,,Very,FALSE,interest= very because the lion and the hyenas are feeding together at the beginning of the session,TRUE,FALSE
t96103,3/11/19,kdsl,,,Very,FALSE,,TRUE,FALSE
t96556,3/11/19,kdsl,,,Not at all,FALSE,,TRUE,TRUE
t96608,3/10/19,kdsl,,,Very,FALSE,,TRUE,FALSE
t96617,3/10/19,kdsl,,,Not at all,FALSE,"The lion is only here, leaving walking, as the observers arrive and then never mentioned again.",TRUE,TRUE
t96685,3/10/19,kdsl,,,Very,FALSE,,TRUE,FALSE
t9688,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t96950,3/10/19,kdsl,,,,FALSE,,TRUE,TRUE
t97179,3/10/19,kdsl,,,Very,FALSE,,TRUE,FALSE
t97302,3/10/19,kdsl,,,Not at all,FALSE,,TRUE,TRUE
t97739,3/10/19,kdsl,,,Somewhat,FALSE,,TRUE,FALSE
